ID,DataType,ORIGINAL_TraitID,ORIGINAL_TraitDefinition,TraitValue,TraitUnit,N_TraitValue,ConTaxa,ResTaxa,ConTaxaStage,ResTaxaStage,Con_ForagingMovement,Con_RESDetectionDimensionality,Res_ForagingMovement,Res_CONDetectionDimensionality,CON_MASS_value,RES_MASS_value,ResArenaSize_SI_UNIT,ResDensity_SI_VALUE,ResDensityUnit,ResDensity,ResArenaSize_SI_VALUE,ConTemp,ResTemp,ResReplaceRate,ResReplaceUnit,ResReplace,TraitSIValue,TraitSIUnit,N_TraitID,N_TraitConversion,N_CONVERTED,N_TraitUnit,Original_ErrorValue,Original_ErrorValueUnit,Replicates,ConTaxon,ConStage,ConCommon,Con_MovementDimensionality,Con_Thermy,Res_MovementDimensionality,ResTaxon,ResStage,ResCommon,Res_Thermy,Habitat,LabField,ObservationtimeSI,ObservationtimeSIUnits,ConStarvationTimeSI,ConStarvationTimeSIUnits,ConArenaSiz_VALUE,ConArenaSize_UNIT,ConDensity,ConDensityUnit,ConDensity_SI_VALUE,ConDensityConst,ConSizType,CON_ORIGINAL_value,CON_ORIGINAL_unit,Con_Siz_reference,ResSizType,RES_ORIGINAL_value,RES_ORIGINAL_unit,Res_Siz_reference,Citation,FigureTable
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,7.13355,Individual/(Individual*90 mins),0.001321028,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,751.10375,Individuals per arena,60.0883,0.08,11.4,11.4,0.001321028,individuals / second,Yes,,,,,,,0.82226,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8.89251,Individual/(Individual*90 mins),0.001646761,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,1003.9775,Individuals per arena,80.3182,0.08,11.4,11.4,0.001646761,individuals / second,Yes,,,,,,,0.98002,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,10.2606,Individual/(Individual*90 mins),0.001900111,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,1252.7375,Individuals per arena,100.219,0.08,11.4,11.4,0.001900111,individuals / second,Yes,,,,,,,1.4796,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,11.7752,Individual/(Individual*90 mins),0.002180593,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,1501.5375,Individuals per arena,120.123,0.08,11.4,11.4,0.002180593,individuals / second,Yes,,,,,,,1.0483,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,12.8013,Individual/(Individual*90 mins),0.002370611,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,1754.225,Individuals per arena,140.338,0.08,11.4,11.4,0.002370611,individuals / second,Yes,,,,,,,1.4978,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,13.8762,Individual/(Individual*90 mins),0.002569667,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,2002.9,Individuals per arena,160.232,0.08,11.4,11.4,0.002569667,individuals / second,Yes,,,,,,,1.261,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,14.9023,Individual/(Individual*90 mins),0.002759685,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,2255.5875,Individuals per arena,180.447,0.08,11.4,11.4,0.002759685,individuals / second,Yes,,,,,,,1.5635,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39836,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,15.684,Individual/(Individual*90 mins),0.002904444,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 5],Chironomus spp. [larva],active,surface,active,surface,0.0000242,0.00000024,square meter ,2504.1875,Individuals per arena,200.335,0.08,11.4,11.4,0.002904444,individuals / second,Yes,,,,,,,1.5219,95%CI,10,Rhyacophila dorsalis (Curtis),Fifth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,15.9,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1a
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,1.37931,Individual/(Individual*90 mins),0.000255428,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,249.15375,Individuals per arena,19.9323,0.08,11.4,11.4,0.000255428,individuals / second,Yes,,,,,,,0.39409,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,2.61084,Individual/(Individual*90 mins),0.000483489,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,502.17125,Individuals per arena,40.1737,0.08,11.4,11.4,0.000483489,individuals / second,Yes,,,,,,,0.64039,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3.7931,Individual/(Individual*90 mins),0.000702426,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,751.10375,Individuals per arena,60.0883,0.08,11.4,11.4,0.000702426,individuals / second,Yes,,,,,,,0.73892,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4.82759,Individual/(Individual*90 mins),0.000893998,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,1003.9775,Individuals per arena,80.3182,0.08,11.4,11.4,0.000893998,individuals / second,Yes,,,,,,,0.68965,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,5.81281,Individual/(Individual*90 mins),0.001076446,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,1252.7375,Individuals per arena,100.219,0.08,11.4,11.4,0.001076446,individuals / second,Yes,,,,,,,0.49261,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6.69951,Individual/(Individual*90 mins),0.00124065,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,1501.5375,Individuals per arena,120.123,0.08,11.4,11.4,0.00124065,individuals / second,Yes,,,,,,,0.78817,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
39837,new,Resource Consumption Rate,The number of resource consumed per number of consumers per time,7.48768,Individual/(Individual*90 mins),0.001386607,Rhyacophila dorsalis (Curtis 1834),Chironomus spp.,Rhyacophila dorsalis (Curtis 1834) [instar 4],Chironomus spp. [larva],active,surface,active,surface,0.00000563,0.00000024,square meter ,1754.225,Individuals per arena,140.338,0.08,11.4,11.4,0.001386607,individuals / second,Yes,,,,,,,0.93597,95%CI,10,Rhyacophila dorsalis (Curtis),Fourth Instar,Caddis larva,2D,ectotherm,2D,Chironomus sp.,Juvenile,Chironomid larva,ectotherm,Freshwater,Enclosure,5400,seconds,259200,seconds,0.08,square meter ,1,Individuals per arena,#VALUE!,Yes,length,10.35,millimeter,Elliott J.M. (1968) The life histories and drifting of Trichoptera in a Dartmoor stream. Journal of Animal Ecology 37 615ﾖ625.,length,6.5,millimeter,original,[106] Elliott J.M. Ontogenetic shifts in the functional response and interference interactions of Rhyacophila dorsalis larvae (Trichoptera). Freshwater Biology 2005. 50(12): p. 2021-2033.,Fig 1b
