426,220,MTD50,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,10,freshwater,temperate,south-west Finland,NA,NA,NA,61.991,21.599
434,229,MTD51,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,6,freshwater,temperate,Oregon & Conneticut; USA,NA,NA,NA,40.044,-98.35
442,235,MTD52,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
449,236,MTD53,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
456,237,MTD54,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
461,241,MTD55,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,7,freshwater,NA,NA,NA,NA,NA,NA,NA
464,242,MTD56,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
470,248,MTD57,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
477,250,MTD58,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Oxford; Devon; England; UK,NA,NA,NA,51.124,-1.978
479,252,MTD59,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,8,freshwater,NA,NA,NA,NA,NA,NA,NA
483,254,MTD60,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Oxford; Devon; England; UK,NA,NA,NA,51.124,-1.978
485,256,MTD61,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,4,freshwater,temperate,Marion Lake; British Columbia; Canada,NA,NA,NA,50.994,-127
490,258,MTD62,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,4,freshwater,temperate,Marion Lake; British Columbia; Canada,NA,NA,NA,50.994,-127
495,259,MTD63,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,11,freshwater,NA,NA,NA,NA,NA,NA,NA
498,260,MTD64,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
522,261,MTD65,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
546,262,MTD66,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
563,263,MTD67,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,8,freshwater,NA,NA,NA,NA,NA,NA,NA
567,264,MTD68,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
591,265,MTD69,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
612,266,MTD70,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,freshwater,temperate,Squirel Creek; California; USA,NA,NA,NA,37.55,-119.686
633,267,MTD71,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,10,freshwater,temperate,Netherlands,NA,NA,NA,52.133,5.29
634,268,MTD72,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,10,freshwater,temperate,Netherlands,NA,NA,NA,52.133,5.29
635,269,MTD73,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,10,freshwater,temperate,Netherlands,NA,NA,NA,52.133,5.29
636,270,MTD74,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,10,freshwater,temperate,Netherlands,NA,NA,NA,52.133,5.29
637,271,MTD75,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
643,272,MTD76,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
650,273,MTD77,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
656,274,MTD78,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,NA,NA,NA,NA,NA,NA,NA
662,275,MTD79,Resource Reaction Distance,Distance from resource to consumer when resource apparently first reacts to approaching consumer (i.e.; stops and/or moves away),6,freshwater,NA,NA,NA,NA,NA,NA,NA
665,276,MTD80,Resource Reaction Distance,Distance from resource to consumer when resource apparently first reacts to approaching consumer (i.e.; stops and/or moves away),6,freshwater,NA,NA,NA,NA,NA,NA,NA
668,277,MTD81,Resource Reaction Distance,Distance from resource to consumer when resource apparently first reacts to approaching consumer (i.e.; stops and/or moves away),6,freshwater,NA,NA,NA,NA,NA,NA,NA
671,278,MTD82,Resource Reaction Distance,Distance from resource to consumer when resource apparently first reacts to approaching consumer (i.e.; stops and/or moves away),6,freshwater,NA,NA,NA,NA,NA,NA,NA
674,279,MTD83,Mass-Specific Consumption Rate,The number of resource consumed per consumer mass per time,5,freshwater,temperate,Oregon & Conneticut; USA,NA,NA,NA,40.044,-98.35
682,280,MTD84,Mass-Specific Consumption Rate,The number of resource consumed per consumer mass per time,5,freshwater,temperate,Oregon & Conneticut; USA,NA,NA,NA,40.044,-98.35
690,281,MTD85,Mass-Specific Consumption Rate,The number of resource consumed per consumer mass per time,5,freshwater,temperate,Oregon & Conneticut; USA,NA,NA,NA,40.044,-98.35
698,283,MTD86,Forward Attack Distance,Distance to a resource when a consumer initiates an attack when resource positioned directly in front of the forward body axis of the consumer,NA,freshwater,temperate,Marion Lake; British Columbia; Canada,NA,NA,NA,50.994,-127
704,287,MTD87,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Eunice Lake; Ontario; Canada,NA,NA,NA,51.254,-85.323
708,288,MTD88,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Eunice Lake; Ontario; Canada,NA,NA,NA,51.254,-85.323
712,289,MTD89,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Eunice Lake; Ontario; Canada,NA,NA,NA,51.254,-85.323
716,290,MTD90,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,freshwater,temperate,Eunice Lake; Ontario; Canada,NA,NA,NA,51.254,-85.323
720,293,MTD91,Resource Consumption Rate,The number of resource consumed per number of consumers per time,12,freshwater,temperate,Oxford; Devon; England; UK,NA,NA,NA,51.124,-1.978
725,297,MTD92,Resource Consumption Rate,The number of resource consumed per number of consumers per time,12,freshwater,temperate,Oxford; Devon; England; UK,NA,NA,NA,51.124,-1.978
730,301,MTD93,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,24,freshwater,temperate,Southern Sweden,NA,NA,NA,58.148,13.887
735,302,MTD94,Foraging Velocity,Velocity of the whole animal when foraging for food,24,freshwater,temperate,Southern Sweden,NA,NA,NA,58.148,13.887
740,303,MTD95,Attack Number Rate,Number of attacks per consumer number per time,8,freshwater,temperate,Lake Michigan; Michigan; USA,NA,NA,NA,43.453,-87.231
744,304,MTD96,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,freshwater,temperate,Lake Michigan; Michigan; USA,NA,NA,NA,43.453,-87.231
748,305,MTD97,Attack Number Rate,Number of attacks per consumer number per time,8,freshwater,temperate,Lake Michigan; Michigan; USA,NA,NA,NA,43.453,-87.231
752,307,MTD98,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,8,marine,temperate,Barnstable Harbour; Massachusetts; USA,NA,NA,NA,41.717,-70.266
778,308,MTD99,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4,marine,temperate,Neptune State Park; Oregon; USA,NA,NA,NA,44.264,-124.109
793,309,MTD100,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,34,marine,temperate,Whitstable; Kent; UK,NA,NA,NA,51.357,1.025
798,310,MTD101,Resource Consumption Rate,The number of resource consumed per number of consumers per time,20,marine,temperate,Whitstable; Kent; UK,NA,NA,NA,51.357,1.025
806,311,MTD102,Resource Consumption Rate,The number of resource consumed per number of consumers per time,20,marine,temperate,Whitstable; Kent; UK,NA,NA,NA,51.357,1.025
812,312,MTD103,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,marine,temperate,Isle of Cumbrae & Largs; Ayrshire; Scotland,NA,NA,NA,55.745,-4.87
862,317,MTD104,Strike Rate,Rate at which a consumer strikes at resource per consumer individual per time,8,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
865,318,MTD105,Subjugation Persistence Duration,Time consumer spends subjugating each resource until it gives up and rejects it without consumption (occurs when resource subjugation is not successful),8,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
868,332,MTD106,Strike Rate,Rate at which a consumer strikes at resource per consumer individual per time,8,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
871,333,MTD107,Subjugation Persistence Duration,Time consumer spends subjugating each resource until it gives up and rejects it without consumption (occurs when resource subjugation is not successful),8,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
874,341,MTD108,Strike Rate,Rate at which a consumer strikes at resource per consumer individual per time,8,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
877,342,MTD109,Ingestion Duration,Time spent by a consumer ingesting each resource,1,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
931,345,MTD110,Subjugation Duration,Time taken by a consumer to subjugate its resource measured as time per resource per consumer,1,marine,temperate,Lower York River & Piankatank River; Virginia; USA,NA,NA,NA,37.361,-76.487
982,349,MTD111,Mass-Specific Mass Consumption Rate,The mass of resource consumed by mass of consumers per time,20,marine,temperate,Rio Grande; Brazil,NA,NA,NA,-32.033,-52.099
988,350,MTD112,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),4,marine,temperate,Lynher Estuary; River Tamar; England; UK,NA,NA,NA,50.441,-4.166
993,351,MTD113,Resource Consumption Rate,The number of resource consumed per number of consumers per time,1,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1076,434,MTD114,Mass-Specific Filtration Rate,Mass-Specific volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),10,marine,temperate,Penmon beach; Anglesey; UK,NA,NA,NA,53.301,-4.065
1085,435,MTD115,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4,marine,temperate,Newport; Oregon; USA,NA,NA,NA,44.622,-124.045
1087,436,MTD116,Handling Duration,Time taken by a consumer to pursue; subjugate and ingest resource,17,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1089,437,MTD117,Handling Duration,Time taken by a consumer to pursue; subjugate and ingest resource,17,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1091,438,MTD118,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,4,marine,temperate,Cape Breton Island; Nova Scotia; Canada,NA,NA,NA,46.249,-60.852
1098,439,MTD119,Subjugation-through-Consumption Duration,Time taken by a consumer to subdue each resource (expressed as time per resource individual per consumer individual),1,marine,temperate,Traeth Melynog; Wales; UK,NA,NA,NA,53.301,-3.834
1115,440,MTD120,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Gullmarnfjord; Sweden,NA,NA,NA,58.142,11.714
1139,442,MTD121,Resource Consumption Rate,The number of resource consumed per number of consumers per time,16,marine,temperate,San Juan County; Washington; USA,NA,NA,NA,48.611,-122.959
1141,443,MTD122,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Gullmarnfjord; Sweden,NA,NA,NA,58.142,11.714
1159,444,MTD123,Resource Consumption Rate,The number of resource consumed per number of consumers per time,18,marine,temperate,Bovisand; South Devon; UK,NA,NA,NA,50.337,-4.123
1162,445,MTD124,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3,marine,temperate,Georges Bank; Nova Scotia; Canada,NA,NA,NA,42.924,-68.203
1164,446,MTD125,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3,marine,temperate,Georges Bank; Nova Scotia; Canada,NA,NA,NA,42.924,-68.203
1166,447,MTD126,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3,marine,temperate,Georges Bank; Nova Scotia; Canada,NA,NA,NA,42.924,-68.203
1168,448,MTD127,Resource Consumption Rate,The number of resource consumed per number of consumers per time,3,marine,temperate,Georges Bank; Nova Scotia; Canada,NA,NA,NA,42.924,-68.203
1170,449,MTD128,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,15,marine,temperate,Firth of Clyde; Scotland,NA,NA,NA,55.667,-5
1173,450,MTD129,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1175,451,MTD130,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1177,452,MTD131,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1179,453,MTD132,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1181,454,MTD133,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1183,455,MTD134,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Narragansett Bay; Rhode Island; USA,NA,NA,NA,41.673,-71.202
1185,456,MTD135,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,1,marine,temperate,Port Erin; Isle of Man; Scotland,NA,NA,NA,54.091,-4.742
1209,457,MTD136,Resource Consumption Rate,The number of resource consumed per number of consumers per time,1,marine,temperate,Long Island Sound; Conneticutt; USA,NA,NA,NA,41.141,-72.614
1221,461,MTD137,Resource Consumption Rate,The number of resource consumed per number of consumers per time,1,marine,temperate,Long Island Sound; Conneticutt; USA,NA,NA,NA,41.141,-72.614
1231,464,MTD138,Avoidance Body Velocity,Velocity of the body during movement of a resource in avoidance of a weak stimulus (differs from Escape Burst Body Velocity because the stimulus is not an immediate threat),20,marine,temperate,San Juan County; Washington; USA,NA,NA,NA,48.611,-122.959
1233,465,MTD139,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,10,marine,temperate,St Andrews; New Brunswick; Canada,NA,NA,NA,45.074,-67.052
1236,466,MTD140,Voluntary Body Velocity,Velocity of the whole organism with no apparent stimulus,10,marine,temperate,North Sea (collected); Buchan; Scotland (measurement),NA,NA,NA,57.593,-2.587
1239,467,MTD141,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),4,marine,temperate,Menai Straits; North Wales; UK,NA,NA,NA,53.137,-4.331
1242,468,MTD142,Resource Consumption Rate,The number of resource consumed per number of consumers per time,4,marine,temperate,Newport; Oregon; USA,NA,NA,NA,44.622,-124.045
1244,469,MTD143,Resource Mass Consumption Rate,The mass of resource consumed by consumers per time,3,marine,temperate,South Africa,NA,NA,NA,-30.562,22.939
1265,470,MTD144,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),20,marine,temperate,Toronto; Ontario; Canada,NA,NA,NA,43.653,-79.382
1274,472,MTD145,Resource Consumption Rate,The number of resource consumed per number of consumers per time,6,marine,temperate,Traeth Melynog; Wales; UK,NA,NA,NA,53.301,-3.834
1277,473,MTD146,Resource Reaction Distance,Distance from resource to consumer when resource apparently first reacts to approaching consumer (i.e.; stops and/or moves away),1,marine,temperate,Oban; Scotland,NA,NA,NA,56.409,-5.468
1339,474,MTD147,Consumption Time Per Consumer Resource,Time taken by consumer to consume each resource density,1,marine,temperate,Menai Straits; North Wales; UK,NA,NA,NA,53.137,-4.331
1360,476,MTD148,Resource Consumption Rate,The number of resource consumed per number of consumers per time,40,marine,temperate,Menai Straits; North Wales; UK,NA,NA,NA,53.137,-4.331
1402,477,MTD149,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),4,marine,temperate,Helgoland; Germany,NA,NA,NA,54.18,7.889
1406,478,MTD150,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Tongoy Bay; Chile,NA,NA,NA,-30.235,-71.552
1468,480,MTD151,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Kaerby Fed; Odense Fjord; Denmark,NA,NA,NA,55.493,10.541
1474,483,MTD152,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Tongoy Bay; Chile,NA,NA,NA,-30.235,-71.552
1535,486,MTD153,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Tongoy Bay; Chile,NA,NA,NA,-30.235,-71.552
1590,494,MTD154,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Kaerby Fed; Odense Fjord; Denmark,NA,NA,NA,55.493,10.541
1600,496,MTD155,Filtration Rate,Volumetric flow rate of water through a filter feeding consumer (flow rate measured directly; not by clearance of material from the fluid),1,marine,temperate,Kaerby Fed; Odense Fjord; Denmark,NA,NA,NA,55.493,10.541
1618,498,MTD156,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Grand Isle; Louisianna; USA,NA,NA,NA,29.229,-89.984
1621,499,MTD157,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Grand Isle; Louisianna; USA,NA,NA,NA,29.229,-89.984
1624,500,MTD158,Resource Consumption Rate,The number of resource consumed per number of consumers per time,5,marine,temperate,Long Island; Norwalk; Connecticut; USA,NA,NA,NA,41.115,-73.408
1627,501,MTD159,Resource Consumption Rate,The number of resource consumed per number of consumers per time,5,marine,temperate,Long Island; Norwalk; Connecticut; USA,NA,NA,NA,41.115,-73.408
1630,502,MTD160,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Grand Isle; Louisianna; USA,NA,NA,NA,29.229,-89.984
1633,503,MTD161,Resource Consumption Rate,The number of resource consumed per number of consumers per time,5,marine,temperate,Long Island; Norwalk; Connecticut; USA,NA,NA,NA,41.115,-73.408
1636,504,MTD162,Resource Consumption Rate,The number of resource consumed per number of consumers per time,8,marine,temperate,Grand Isle; Louisianna; USA,NA,NA,NA,29.229,-89.984
