EZE00100082,18010112,TMAX,10,,,E,
EZE00100082,18010112,TMIN,-13,,,E,
GM000010962,18010112,PRCP,0,,,E,
ITE00100554,18010112,TMAX,29,,,E,
ITE00100554,18010112,TMIN,-4,,,E,
EZE00100082,18010113,TMAX,12,,,E,
EZE00100082,18010113,TMIN,-12,,,E,
GM000010962,18010113,PRCP,0,,,E,
ITE00100554,18010113,TMAX,-6,,,E,
ITE00100554,18010113,TMIN,-13,,,E,
EZE00100082,18010114,TMAX,14,,,E,
EZE00100082,18010114,TMIN,-2,,,E,
GM000010962,18010114,PRCP,0,,,E,
ITE00100554,18010114,TMAX,6,,,E,
ITE00100554,18010114,TMIN,0,,,E,
EZE00100082,18010115,TMAX,34,,,E,
EZE00100082,18010115,TMIN,8,,,E,
GM000010962,18010115,PRCP,0,,,E,
ITE00100554,18010115,TMAX,6,,,E,
ITE00100554,18010115,TMIN,-13,,,E,
EZE00100082,18010116,TMAX,21,,,E,
EZE00100082,18010116,TMIN,4,,,E,
GM000010962,18010116,PRCP,0,,,E,
ITE00100554,18010116,TMAX,9,,,E,
ITE00100554,18010116,TMIN,0,,,E,
EZE00100082,18010117,TMAX,17,,,E,
EZE00100082,18010117,TMIN,0,,,E,
GM000010962,18010117,PRCP,0,,,E,
ITE00100554,18010117,TMAX,16,,,E,
ITE00100554,18010117,TMIN,4,,,E,
EZE00100082,18010118,TMAX,22,,,E,
EZE00100082,18010118,TMIN,-1,,,E,
GM000010962,18010118,PRCP,2,,,E,
ITE00100554,18010118,TMAX,13,,,E,
ITE00100554,18010118,TMIN,6,,,E,
EZE00100082,18010119,TMAX,26,,,E,
EZE00100082,18010119,TMIN,-1,,,E,
GM000010962,18010119,PRCP,3,,,E,
ITE00100554,18010119,TMAX,35,,,E,
ITE00100554,18010119,TMIN,6,,,E,
EZE00100082,18010120,TMAX,55,,,E,
EZE00100082,18010120,TMIN,12,,,E,
GM000010962,18010120,PRCP,0,,,E,
ITE00100554,18010120,TMAX,19,,,E,
ITE00100554,18010120,TMIN,4,,,E,
EZE00100082,18010121,TMAX,65,,,E,
EZE00100082,18010121,TMIN,49,,,E,
GM000010962,18010121,PRCP,30,,,E,
ITE00100554,18010121,TMAX,19,,,E,
ITE00100554,18010121,TMIN,-19,,,E,
EZE00100082,18010122,TMAX,50,,,E,
EZE00100082,18010122,TMIN,22,,,E,
GM000010962,18010122,PRCP,127,,,E,
ITE00100554,18010122,TMAX,19,,,E,
ITE00100554,18010122,TMIN,-10,,,E,
EZE00100082,18010123,TMAX,30,,,E,
EZE00100082,18010123,TMIN,-2,,,E,
GM000010962,18010123,PRCP,8,,,E,
ITE00100554,18010123,TMAX,31,,,E,
ITE00100554,18010123,TMIN,0,,,E,
EZE00100082,18010124,TMAX,8,,,E,
EZE00100082,18010124,TMIN,-8,,,E,
GM000010962,18010124,PRCP,13,,,E,
ITE00100554,18010124,TMAX,56,,,E,
ITE00100554,18010124,TMIN,-4,,,E,
EZE00100082,18010125,TMAX,14,,,E,
EZE00100082,18010125,TMIN,-27,,,E,
GM000010962,18010125,PRCP,8,,,E,
ITE00100554,18010125,TMAX,31,,,E,
ITE00100554,18010125,TMIN,-16,,,E,
EZE00100082,18010126,TMAX,1,,,E,
EZE00100082,18010126,TMIN,-39,,,E,
GM000010962,18010126,PRCP,0,,,E,
ITE00100554,18010126,TMAX,31,,,E,
ITE00100554,18010126,TMIN,0,,,E,
EZE00100082,18010127,TMAX,10,,,E,
EZE00100082,18010127,TMIN,-31,,,E,
GM000010962,18010127,PRCP,0,,,E,
ITE00100554,18010127,TMAX,44,,,E,
ITE00100554,18010127,TMIN,-41,,,E,
EZE00100082,18010128,TMAX,38,,,E,
EZE00100082,18010128,TMIN,-34,,,E,
GM000010962,18010128,PRCP,30,,,E,
ITE00100554,18010128,TMAX,69,,,E,
ITE00100554,18010128,TMIN,-3,,,E,
EZE00100082,18010129,TMAX,58,,,E,
EZE00100082,18010129,TMIN,9,,,E,
GM000010962,18010129,PRCP,12,,,E,
ITE00100554,18010129,TMAX,104,,,E,
ITE00100554,18010129,TMIN,29,,,E,
EZE00100082,18010130,TMAX,39,,,E,
EZE00100082,18010130,TMIN,0,,,E,
GM000010962,18010130,PRCP,6,,,E,
ITE00100554,18010130,TMAX,154,,,E,
ITE00100554,18010130,TMIN,98,,,E,
EZE00100082,18010131,TMAX,70,,,E,
EZE00100082,18010131,TMIN,5,,,E,
GM000010962,18010131,PRCP,0,,,E,
ITE00100554,18010131,TMAX,116,,,E,
ITE00100554,18010131,TMIN,41,,,E,
EZE00100082,18010201,TMAX,28,,,E,
EZE00100082,18010201,TMIN,-2,,,E,
GM000010962,18010201,PRCP,0,,,E,
ITE00100554,18010201,TMAX,91,,,E,
ITE00100554,18010201,TMIN,29,,,E,
EZE00100082,18010202,TMAX,55,,,E,
EZE00100082,18010202,TMIN,-6,,,E,
GM000010962,18010202,PRCP,0,,,E,
ITE00100554,18010202,TMAX,91,,,E,
ITE00100554,18010202,TMIN,54,,,E,
EZE00100082,18010203,TMAX,6,,,E,
EZE00100082,18010203,TMIN,-20,,,E,
GM000010962,18010203,PRCP,0,,,E,
ITE00100554,18010203,TMAX,96,,,E,
ITE00100554,18010203,TMIN,54,,,E,
EZE00100082,18010204,TMAX,17,,,E,
EZE00100082,18010204,TMIN,-11,,,E,
GM000010962,18010204,PRCP,0,,,E,
ITE00100554,18010204,TMAX,98,,,E,
ITE00100554,18010204,TMIN,54,,,E,
EZE00100082,18010205,TMAX,61,,,E,
EZE00100082,18010205,TMIN,-2,,,E,
GM000010962,18010205,PRCP,0,,,E,
ITE00100554,18010205,TMAX,84,,,E,
ITE00100554,18010205,TMIN,29,,,E,
EZE00100082,18010206,TMAX,93,,,E,
EZE00100082,18010206,TMIN,61,,,E,
GM000010962,18010206,PRCP,0,,,E,
ITE00100554,18010206,TMAX,84,,,E,
ITE00100554,18010206,TMIN,34,,,E,
EZE00100082,18010207,TMAX,84,,,E,
EZE00100082,18010207,TMIN,7,,,E,
GM000010962,18010207,PRCP,25,,,E,
ITE00100554,18010207,TMAX,88,,,E,
ITE00100554,18010207,TMIN,41,,,E,
EZE00100082,18010208,TMAX,7,,,E,
EZE00100082,18010208,TMIN,-35,,,E,
GM000010962,18010208,PRCP,24,,,E,
ITE00100554,18010208,TMAX,88,,,E,
ITE00100554,18010208,TMIN,9,,,E,
EZE00100082,18010209,TMAX,-23,,,E,
EZE00100082,18010209,TMIN,-58,,,E,
GM000010962,18010209,PRCP,37,,,E,
ITE00100554,18010209,TMAX,54,,,E,
ITE00100554,18010209,TMIN,25,,,E,
EZE00100082,18010210,TMAX,-38,,,E,
EZE00100082,18010210,TMIN,-95,,,E,
GM000010962,18010210,PRCP,9,,,E,
ITE00100554,18010210,TMAX,25,,,E,
ITE00100554,18010210,TMIN,-3,,,E,
EZE00100082,18010211,TMAX,-61,,,E,
EZE00100082,18010211,TMIN,-132,,,E,
GM000010962,18010211,PRCP,0,,,E,
ITE00100554,18010211,TMAX,4,,,E,
ITE00100554,18010211,TMIN,-16,,,E,
EZE00100082,18010212,TMAX,-38,,,E,
EZE00100082,18010212,TMIN,-99,,,E,
GM000010962,18010212,PRCP,0,,,E,
ITE00100554,18010212,TMAX,4,,,E,
ITE00100554,18010212,TMIN,-23,,,E,
EZE00100082,18010213,TMAX,-26,,,E,
EZE00100082,18010213,TMIN,-54,,,E,
GM000010962,18010213,PRCP,0,,,E,
ITE00100554,18010213,TMAX,13,,,E,
ITE00100554,18010213,TMIN,-6,,,E,
EZE00100082,18010214,TMAX,-5,,,E,
EZE00100082,18010214,TMIN,-37,,,E,
GM000010962,18010214,PRCP,0,,,E,
ITE00100554,18010214,TMAX,13,,,E,
ITE00100554,18010214,TMIN,0,,,E,
EZE00100082,18010215,TMAX,17,,,E,
EZE00100082,18010215,TMIN,-9,,,E,
GM000010962,18010215,PRCP,0,,,E,
ITE00100554,18010215,TMAX,29,,,E,
ITE00100554,18010215,TMIN,10,,,E,
EZE00100082,18010216,TMAX,29,,,E,
EZE00100082,18010216,TMIN,4,,,E,
GM000010962,18010216,PRCP,0,,,E,
ITE00100554,18010216,TMAX,54,,,E,
ITE00100554,18010216,TMIN,23,,,E,
EZE00100082,18010217,TMAX,12,,,E,
EZE00100082,18010217,TMIN,-7,,,E,
GM000010962,18010217,PRCP,0,,,E,
ITE00100554,18010217,TMAX,84,,,E,
ITE00100554,18010217,TMIN,25,,,E,
EZE00100082,18010218,TMAX,4,,,E,
EZE00100082,18010218,TMIN,-12,,,E,
GM000010962,18010218,PRCP,0,,,E,
ITE00100554,18010218,TMAX,84,,,E,
ITE00100554,18010218,TMIN,50,,,E,
EZE00100082,18010219,TMAX,-2,,,E,
EZE00100082,18010219,TMIN,-60,,,E,
GM000010962,18010219,PRCP,59,,,E,
ITE00100554,18010219,TMAX,91,,,E,
ITE00100554,18010219,TMIN,48,,,E,
EZE00100082,18010220,TMAX,19,,,E,
EZE00100082,18010220,TMIN,-65,,,E,
GM000010962,18010220,PRCP,13,,,E,
ITE00100554,18010220,TMAX,98,,,E,
ITE00100554,18010220,TMIN,59,,,E,
EZE00100082,18010221,TMAX,19,,,E,
EZE00100082,18010221,TMIN,-13,,,E,
GM000010962,18010221,PRCP,7,,,E,
ITE00100554,18010221,TMAX,100,,,E,
ITE00100554,18010221,TMIN,35,,,E,
EZE00100082,18010222,TMAX,58,,,E,
EZE00100082,18010222,TMIN,-15,,,E,
GM000010962,18010222,PRCP,0,,,E,
ITE00100554,18010222,TMAX,66,,,E,
ITE00100554,18010222,TMIN,35,,,E,
EZE00100082,18010223,TMAX,26,,,E,
EZE00100082,18010223,TMIN,10,,,E,
GM000010962,18010223,PRCP,59,,,E,
ITE00100554,18010223,TMAX,73,,,E,
ITE00100554,18010223,TMIN,50,,,E,
EZE00100082,18010224,TMAX,42,,,E,
EZE00100082,18010224,TMIN,-6,,,E,
GM000010962,18010224,PRCP,13,,,E,
ITE00100554,18010224,TMAX,75,,,E,
ITE00100554,18010224,TMIN,35,,,E,
EZE00100082,18010225,TMAX,58,,,E,
EZE00100082,18010225,TMIN,-2,,,E,
GM000010962,18010225,PRCP,20,,,E,
ITE00100554,18010225,TMAX,106,,,E,
ITE00100554,18010225,TMIN,29,,,E,
EZE00100082,18010226,TMAX,45,,,E,
EZE00100082,18010226,TMIN,-12,,,E,
GM000010962,18010226,PRCP,6,,,E,
ITE00100554,18010226,TMAX,94,,,E,
ITE00100554,18010226,TMIN,31,,,E,
EZE00100082,18010227,TMAX,77,,,E,
EZE00100082,18010227,TMIN,18,,,E,
GM000010962,18010227,PRCP,4,,,E,
ITE00100554,18010227,TMAX,113,,,E,
ITE00100554,18010227,TMIN,38,,,E,
EZE00100082,18010228,TMAX,51,,,E,
EZE00100082,18010228,TMIN,14,,,E,
GM000010962,18010228,PRCP,0,,,E,
ITE00100554,18010228,TMAX,110,,,E,
ITE00100554,18010228,TMIN,35,,,E,
EZE00100082,18010301,TMAX,86,,,E,
EZE00100082,18010301,TMIN,5,,,E,
GM000010962,18010301,PRCP,0,,,E,
ITE00100554,18010301,TMAX,110,,,E,
ITE00100554,18010301,TMIN,35,,,E,
EZE00100082,18010302,TMAX,100,,,E,
EZE00100082,18010302,TMIN,49,,,E,
GM000010962,18010302,PRCP,2,,,E,
ITE00100554,18010302,TMAX,125,,,E,
ITE00100554,18010302,TMIN,50,,,E,
EZE00100082,18010303,TMAX,130,,,E,
EZE00100082,18010303,TMIN,93,,,E,
GM000010962,18010303,PRCP,0,,,E,
ITE00100554,18010303,TMAX,138,,,E,
ITE00100554,18010303,TMIN,50,,,E,
EZE00100082,18010304,TMAX,131,,,E,
EZE00100082,18010304,TMIN,70,,,E,
GM000010962,18010304,PRCP,0,,,E,
ITE00100554,18010304,TMAX,150,,,E,
ITE00100554,18010304,TMIN,66,,,E,
EZE00100082,18010305,TMAX,76,,,E,
EZE00100082,18010305,TMIN,37,,,E,
GM000010962,18010305,PRCP,11,,,E,
ITE00100554,18010305,TMAX,179,,,E,
ITE00100554,18010305,TMIN,79,,,E,
EZE00100082,18010306,TMAX,47,,,E,
EZE00100082,18010306,TMIN,17,,,E,
GM000010962,18010306,PRCP,0,,,E,
ITE00100554,18010306,TMAX,173,,,E,
ITE00100554,18010306,TMIN,66,,,E,
EZE00100082,18010307,TMAX,57,,,E,
EZE00100082,18010307,TMIN,0,,,E,
GM000010962,18010307,PRCP,10,,,E,
ITE00100554,18010307,TMAX,129,,,E,
ITE00100554,18010307,TMIN,88,,,E,
EZE00100082,18010308,TMAX,76,,,E,
EZE00100082,18010308,TMIN,15,,,E,
GM000010962,18010308,PRCP,0,,,E,
ITE00100554,18010308,TMAX,129,,,E,
ITE00100554,18010308,TMIN,46,,,E,
EZE00100082,18010309,TMAX,121,,,E,
EZE00100082,18010309,TMIN,21,,,E,
GM000010962,18010309,PRCP,0,,,E,
ITE00100554,18010309,TMAX,116,,,E,
ITE00100554,18010309,TMIN,54,,,E,
EZE00100082,18010310,TMAX,73,,,E,
EZE00100082,18010310,TMIN,-3,,,E,
GM000010962,18010310,PRCP,0,,,E,
ITE00100554,18010310,TMAX,123,,,E,
ITE00100554,18010310,TMIN,48,,,E,
EZE00100082,18010311,TMAX,67,,,E,
EZE00100082,18010311,TMIN,-25,,,E,
GM000010962,18010311,PRCP,15,,,E,
ITE00100554,18010311,TMAX,104,,,E,
ITE00100554,18010311,TMIN,60,,,E,
EZE00100082,18010312,TMAX,86,,,E,
EZE00100082,18010312,TMIN,18,,,E,
GM000010962,18010312,PRCP,18,,,E,
ITE00100554,18010312,TMAX,88,,,E,
ITE00100554,18010312,TMIN,63,,,E,
EZE00100082,18010313,TMAX,133,,,E,
EZE00100082,18010313,TMIN,50,,,E,
GM000010962,18010313,PRCP,7,,,E,
ITE00100554,18010313,TMAX,116,,,E,
ITE00100554,18010313,TMIN,66,,,E,
EZE00100082,18010314,TMAX,140,,,E,
EZE00100082,18010314,TMIN,60,,,E,
GM000010962,18010314,PRCP,1,,,E,
ITE00100554,18010314,TMAX,138,,,E,
ITE00100554,18010314,TMIN,50,,,E,
EZE00100082,18010315,TMAX,152,,,E,
EZE00100082,18010315,TMIN,78,,,E,
GM000010962,18010315,PRCP,0,,,E,
ITE00100554,18010315,TMAX,116,,,E,
ITE00100554,18010315,TMIN,98,,,E,
EZE00100082,18010316,TMAX,78,,,E,
EZE00100082,18010316,TMIN,25,,,E,
GM000010962,18010316,PRCP,27,,,E,
ITE00100554,18010316,TMAX,154,,,E,
ITE00100554,18010316,TMIN,109,,,E,
EZE00100082,18010317,TMAX,86,,,E,
EZE00100082,18010317,TMIN,12,,,E,
GM000010962,18010317,PRCP,30,,,E,
ITE00100554,18010317,TMAX,146,,,E,
ITE00100554,18010317,TMIN,91,,,E,
EZE00100082,18010318,TMAX,86,,,E,
EZE00100082,18010318,TMIN,13,,,E,
GM000010962,18010318,PRCP,0,,,E,
ITE00100554,18010318,TMAX,129,,,E,
ITE00100554,18010318,TMIN,69,,,E,
EZE00100082,18010319,TMAX,59,,,E,
EZE00100082,18010319,TMIN,21,,,E,
GM000010962,18010319,PRCP,42,,,E,
ITE00100554,18010319,TMAX,129,,,E,
ITE00100554,18010319,TMIN,91,,,E,
EZE00100082,18010320,TMAX,83,,,E,
EZE00100082,18010320,TMIN,19,,,E,
GM000010962,18010320,PRCP,41,,,E,
ITE00100554,18010320,TMAX,109,,,E,
ITE00100554,18010320,TMIN,85,,,E,
EZE00100082,18010321,TMAX,82,,,E,
EZE00100082,18010321,TMIN,25,,,E,
GM000010962,18010321,PRCP,0,,,E,
ITE00100554,18010321,TMAX,100,,,E,
ITE00100554,18010321,TMIN,46,,,E,
EZE00100082,18010322,TMAX,116,,,E,
EZE00100082,18010322,TMIN,38,,,E,
GM000010962,18010322,PRCP,25,,,E,
ITE00100554,18010322,TMAX,116,,,E,
ITE00100554,18010322,TMIN,50,,,E,
EZE00100082,18010323,TMAX,172,,,E,
EZE00100082,18010323,TMIN,58,,,E,
GM000010962,18010323,PRCP,0,,,E,
ITE00100554,18010323,TMAX,104,,,E,
ITE00100554,18010323,TMIN,85,,,E,
EZE00100082,18010324,TMAX,110,,,E,
EZE00100082,18010324,TMIN,51,,,E,
GM000010962,18010324,PRCP,32,,,E,
ITE00100554,18010324,TMAX,106,,,E,
ITE00100554,18010324,TMIN,98,,,E,
EZE00100082,18010325,TMAX,98,,,E,
EZE00100082,18010325,TMIN,8,,,E,
GM000010962,18010325,PRCP,42,,,E,
ITE00100554,18010325,TMAX,96,,,E,
ITE00100554,18010325,TMIN,91,,,E,
EZE00100082,18010326,TMAX,104,,,E,
EZE00100082,18010326,TMIN,14,,,E,
GM000010962,18010326,PRCP,27,,,E,
ITE00100554,18010326,TMAX,98,,,E,
ITE00100554,18010326,TMIN,85,,,E,
EZE00100082,18010327,TMAX,134,,,E,
EZE00100082,18010327,TMIN,48,,,E,
GM000010962,18010327,PRCP,0,,,E,
ITE00100554,18010327,TMAX,131,,,E,
ITE00100554,18010327,TMIN,81,,,E,
EZE00100082,18010328,TMAX,133,,,E,
EZE00100082,18010328,TMIN,72,,,E,
GM000010962,18010328,PRCP,11,,,E,
ITE00100554,18010328,TMAX,141,,,E,
ITE00100554,18010328,TMIN,85,,,E,
EZE00100082,18010329,TMAX,115,,,E,
EZE00100082,18010329,TMIN,70,,,E,
GM000010962,18010329,PRCP,0,,,E,
ITE00100554,18010329,TMAX,156,,,E,
ITE00100554,18010329,TMIN,73,,,E,
EZE00100082,18010330,TMAX,140,,,E,
EZE00100082,18010330,TMIN,35,,,E,
GM000010962,18010330,PRCP,0,,,E,
ITE00100554,18010330,TMAX,154,,,E,
ITE00100554,18010330,TMIN,100,,,E,
EZE00100082,18010331,TMAX,104,,,E,
EZE00100082,18010331,TMIN,42,,,E,
GM000010962,18010331,PRCP,0,,,E,
ITE00100554,18010331,TMAX,169,,,E,
ITE00100554,18010331,TMIN,96,,,E,
EZE00100082,18010401,TMAX,120,,,E,
EZE00100082,18010401,TMIN,22,,,E,
GM000010962,18010401,PRCP,0,,,E,
ITE00100554,18010401,TMAX,163,,,E,
ITE00100554,18010401,TMIN,106,,,E,
EZE00100082,18010402,TMAX,113,,,E,
EZE00100082,18010402,TMIN,76,,,E,
GM000010962,18010402,PRCP,0,,,E,
ITE00100554,18010402,TMAX,169,,,E,
ITE00100554,18010402,TMIN,113,,,E,
EZE00100082,18010403,TMAX,131,,,E,
EZE00100082,18010403,TMIN,62,,,E,
GM000010962,18010403,PRCP,0,,,E,
ITE00100554,18010403,TMAX,173,,,E,
ITE00100554,18010403,TMIN,98,,,E,
EZE00100082,18010404,TMAX,181,,,E,
EZE00100082,18010404,TMIN,36,,,E,
GM000010962,18010404,PRCP,0,,,E,
ITE00100554,18010404,TMAX,175,,,E,
ITE00100554,18010404,TMIN,109,,,E,
EZE00100082,18010405,TMAX,194,,,E,
EZE00100082,18010405,TMIN,70,,,E,
GM000010962,18010405,PRCP,0,,,E,
ITE00100554,18010405,TMAX,175,,,E,
ITE00100554,18010405,TMIN,116,,,E,
EZE00100082,18010406,TMAX,84,,,E,
EZE00100082,18010406,TMIN,10,,,E,
GM000010962,18010406,PRCP,27,,,E,
ITE00100554,18010406,TMAX,150,,,E,
ITE00100554,18010406,TMIN,121,,,E,
EZE00100082,18010407,TMAX,123,,,E,
EZE00100082,18010407,TMIN,14,,,E,
GM000010962,18010407,PRCP,0,,,E,
ITE00100554,18010407,TMAX,138,,,E,
ITE00100554,18010407,TMIN,98,,,E,
EZE00100082,18010408,TMAX,166,,,E,
EZE00100082,18010408,TMIN,40,,,E,
GM000010962,18010408,PRCP,0,,,E,
ITE00100554,18010408,TMAX,163,,,E,
ITE00100554,18010408,TMIN,110,,,E,
EZE00100082,18010409,TMAX,115,,,E,
EZE00100082,18010409,TMIN,80,,,E,
GM000010962,18010409,PRCP,0,,,E,
ITE00100554,18010409,TMAX,160,,,E,
ITE00100554,18010409,TMIN,121,,,E,
EZE00100082,18010410,TMAX,138,,,E,
EZE00100082,18010410,TMIN,73,,,E,
GM000010962,18010410,PRCP,28,,,E,
ITE00100554,18010410,TMAX,163,,,E,
ITE00100554,18010410,TMIN,129,,,E,
EZE00100082,18010411,TMAX,134,,,E,
EZE00100082,18010411,TMIN,71,,,E,
GM000010962,18010411,PRCP,134,,,E,
ITE00100554,18010411,TMAX,163,,,E,
ITE00100554,18010411,TMIN,135,,,E,
EZE00100082,18010412,TMAX,80,,,E,
EZE00100082,18010412,TMIN,51,,,E,
GM000010962,18010412,PRCP,220,,,E,
ITE00100554,18010412,TMAX,144,,,E,
ITE00100554,18010412,TMIN,84,,,E,
EZE00100082,18010413,TMAX,81,,,E,
EZE00100082,18010413,TMIN,42,,,E,
GM000010962,18010413,PRCP,0,,,E,
ITE00100554,18010413,TMAX,135,,,E,
ITE00100554,18010413,TMIN,85,,,E,
EZE00100082,18010414,TMAX,103,,,E,
EZE00100082,18010414,TMIN,68,,,E,
GM000010962,18010414,PRCP,0,,,E,
ITE00100554,18010414,TMAX,98,,,E,
ITE00100554,18010414,TMIN,84,,,E,
EZE00100082,18010415,TMAX,131,,,E,
EZE00100082,18010415,TMIN,73,,,E,
GM000010962,18010415,PRCP,0,,,E,
ITE00100554,18010415,TMAX,79,,,E,
ITE00100554,18010415,TMIN,73,,,E,
EZE00100082,18010416,TMAX,160,,,E,
EZE00100082,18010416,TMIN,43,,,E,
GM000010962,18010416,PRCP,0,,,E,
ITE00100554,18010416,TMAX,103,,,E,
ITE00100554,18010416,TMIN,65,,,E,
EZE00100082,18010417,TMAX,185,,,E,
EZE00100082,18010417,TMIN,68,,,E,
GM000010962,18010417,PRCP,0,,,E,
ITE00100554,18010417,TMAX,166,,,E,
ITE00100554,18010417,TMIN,85,,,E,
EZE00100082,18010418,TMAX,218,,,E,
EZE00100082,18010418,TMIN,100,,,E,
GM000010962,18010418,PRCP,0,,,E,
ITE00100554,18010418,TMAX,185,,,E,
ITE00100554,18010418,TMIN,115,,,E,
EZE00100082,18010419,TMAX,181,,,E,
EZE00100082,18010419,TMIN,108,,,E,
GM000010962,18010419,PRCP,0,,,E,
ITE00100554,18010419,TMAX,200,,,E,
ITE00100554,18010419,TMIN,125,,,E,
EZE00100082,18010420,TMAX,190,,,E,
EZE00100082,18010420,TMIN,85,,,E,
GM000010962,18010420,PRCP,6,,,E,
ITE00100554,18010420,TMAX,213,,,E,
ITE00100554,18010420,TMIN,135,,,E,
EZE00100082,18010421,TMAX,172,,,E,
EZE00100082,18010421,TMIN,72,,,E,
GM000010962,18010421,PRCP,0,,,E,
ITE00100554,18010421,TMAX,223,,,E,
ITE00100554,18010421,TMIN,135,,,E,
EZE00100082,18010422,TMAX,105,,,E,
EZE00100082,18010422,TMIN,51,,,E,
GM000010962,18010422,PRCP,0,,,E,
ITE00100554,18010422,TMAX,234,,,E,
ITE00100554,18010422,TMIN,135,,,E,
EZE00100082,18010423,TMAX,79,,,E,
EZE00100082,18010423,TMIN,35,,,E,
GM000010962,18010423,PRCP,0,,,E,
ITE00100554,18010423,TMAX,148,,,E,
ITE00100554,18010423,TMIN,135,,,E,
EZE00100082,18010424,TMAX,116,,,E,
EZE00100082,18010424,TMIN,37,,,E,
GM000010962,18010424,PRCP,0,,,E,
ITE00100554,18010424,TMAX,138,,,E,
ITE00100554,18010424,TMIN,81,,,E,
EZE00100082,18010425,TMAX,155,,,E,
EZE00100082,18010425,TMIN,53,,,E,
GM000010962,18010425,PRCP,0,,,E,
ITE00100554,18010425,TMAX,154,,,E,
ITE00100554,18010425,TMIN,79,,,E,
EZE00100082,18010426,TMAX,183,,,E,
EZE00100082,18010426,TMIN,62,,,E,
GM000010962,18010426,PRCP,0,,,E,
ITE00100554,18010426,TMAX,175,,,E,
ITE00100554,18010426,TMIN,103,,,E,
EZE00100082,18010427,TMAX,168,,,E,
EZE00100082,18010427,TMIN,85,,,E,
GM000010962,18010427,PRCP,0,,,E,
ITE00100554,18010427,TMAX,188,,,E,
ITE00100554,18010427,TMIN,81,,,E,
EZE00100082,18010428,TMAX,148,,,E,
EZE00100082,18010428,TMIN,62,,,E,
GM000010962,18010428,PRCP,0,,,E,
ITE00100554,18010428,TMAX,191,,,E,
ITE00100554,18010428,TMIN,84,,,E,
EZE00100082,18010429,TMAX,146,,,E,
EZE00100082,18010429,TMIN,64,,,E,
GM000010962,18010429,PRCP,0,,,E,
ITE00100554,18010429,TMAX,181,,,E,
ITE00100554,18010429,TMIN,113,,,E,
EZE00100082,18010430,TMAX,140,,,E,
EZE00100082,18010430,TMIN,58,,,E,
GM000010962,18010430,PRCP,0,,,E,
ITE00100554,18010430,TMAX,179,,,E,
ITE00100554,18010430,TMIN,119,,,E,
EZE00100082,18010501,TMAX,172,,,E,
EZE00100082,18010501,TMIN,39,,,E,
GM000010962,18010501,PRCP,10,,,E,
ITE00100554,18010501,TMAX,175,,,E,
ITE00100554,18010501,TMIN,113,,,E,
EZE00100082,18010502,TMAX,201,,,E,
EZE00100082,18010502,TMIN,80,,,E,
GM000010962,18010502,PRCP,0,,,E,
ITE00100554,18010502,TMAX,154,,,E,
ITE00100554,18010502,TMIN,119,,,E,
EZE00100082,18010503,TMAX,222,,,E,
